Case ID,44A Mission Type,44A Payload (kg),44A Range (km),44A Endurance (min),44A Cruise Speed (km/h),44A Takeoff,44A Landing,44A Environment,44A Budget,Handoff Lossless,Pipeline Status,Physical Validation Status,Configuration,MTOW (kg),Calculated Mass (kg),Mass Conservation Status,Mass Diff (kg),Structural Mass (kg),Propulsion Mass (kg),Avionics Mass (kg),Payload Mass (kg),Battery Mass (kg),Wingspan (m),Wing Area (m2),Aspect Ratio,Root Chord (m),Tip Chord (m),Taper Ratio,Planform,Fuselage Length (m),Fuselage Width (m),Fuselage Height (m),Tail Config,Motor,Propeller,Battery,CG Location x (m),Static Margin,Static Margin Status,Achieved Range (km),Achieved Endurance (min),Achieved Speed (km/h),Stall Speed (km/h),Climb Rate (m/s),Takeoff Dist (m),Landing Dist (m),Performance Status,Propulsion Status,Electrical Status,Geometry Status,Failed Stage,Failure Category,Failure Reason,Technical Detail,Execution Time (ms),Iterations,Converged
154,DISASTER_RESPONSE,23.0,16.0,83.7,61.7,RUNWAY,RUNWAY,DESERT,16909.15,True,EXCEPTION,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,PROPULSION_SIZING,INTERNAL_EXCEPTION,PROPULSION_POWER_LIMIT: Sized power target of 6367.4 W exceeds maximum catalog motor power limit of 3400.0 W.,"Status: INTERNAL_EXCEPTION, Warnings: 0, Iterations: 0",5.88,0,False
155,SECURITY,1.16,45.8,81.6,59.4,RUNWAY,RUNWAY,MOUNTAIN,68852.59,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,FUSELAGE_SIZING,SIZING_FAILURE,"Sized fuselage width (0.17 m) exceeds wing root chord (0.15 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.","Status: SIZING_INFEASIBLE, Warnings: 0, Iterations: 0",8.53,0,False
156,MAPPING,3.23,44.3,51.7,57.7,HAND_LAUNCH,RUNWAY,FOREST,29421.69,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,CONVERGENCE,PROPULSION_FAILURE,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,"Status: PROPULSION_INFEASIBLE, Warnings: 0, Iterations: 1",6605.75,1,False
161,CUSTOM,2.21,98.1,105.6,103.7,HAND_LAUNCH,BELLY_LANDING,RURAL,35349.99,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,AVIONICS_SIZING,DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (98.10 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,"Status: COMPONENT_DATABASE_LIMITATION, Warnings: 0, Iterations: 0",2.98,0,False
171,MILITARY,15.17,63.4,60.7,50.6,RUNWAY,RUNWAY,DESERT,7643.34,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,FUSELAGE_SIZING,SIZING_FAILURE,"Sized fuselage width (0.60 m) exceeds wing root chord (0.53 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.","Status: SIZING_INFEASIBLE, Warnings: 0, Iterations: 0",2.85,0,False
173,MILITARY,1.86,67.3,72.9,53.3,RUNWAY,PARACHUTE,DESERT,65379.84,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,FUSELAGE_SIZING,SIZING_FAILURE,"Sized fuselage width (0.21 m) exceeds wing root chord (0.19 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.","Status: SIZING_INFEASIBLE, Warnings: 0, Iterations: 0",2.9,0,False
180,SURVEY,4.77,35.7,111.8,100.3,HAND_LAUNCH,BELLY_LANDING,FOREST,69171.68,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,CONVERGENCE,PROPULSION_FAILURE,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,"Status: PROPULSION_INFEASIBLE, Warnings: 0, Iterations: 0",2991.1,0,False
184,SECURITY,1.33,37.1,149.3,95.2,HAND_LAUNCH,NET_RECOVERY,FOREST,65561.35,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,FUSELAGE_SIZING,SIZING_FAILURE,"Sized fuselage width (0.18 m) exceeds wing root chord (0.16 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.","Status: SIZING_INFEASIBLE, Warnings: 0, Iterations: 0",5.63,0,False
188,MAPPING,20.77,16.5,56.7,78.3,RUNWAY,RUNWAY,DESERT,52670.39,True,EXCEPTION,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,PROPULSION_SIZING,INTERNAL_EXCEPTION,PROPULSION_POWER_LIMIT: Sized power target of 5750.0 W exceeds maximum catalog motor power limit of 3400.0 W.,"Status: INTERNAL_EXCEPTION, Warnings: 0, Iterations: 0",2.86,0,False
191,CUSTOM,3.97,64.5,86.5,103.4,RUNWAY,NET_RECOVERY,RURAL,44845.67,True,EXCEPTION,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,CONVERGENCE,INTERNAL_EXCEPTION,Design compliance score (76.0%) is below the minimum required safety compliance boundary (85.0%).,"Status: INTERNAL_EXCEPTION, Warnings: 0, Iterations: 6",24070.28,6,False
192,SECURITY,3.25,33.4,103.9,92.5,CATAPULT,NET_RECOVERY,FOREST,30138.6,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,FUSELAGE_SIZING,SIZING_FAILURE,"Sized fuselage width (0.28 m) exceeds wing root chord (0.25 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.","Status: SIZING_INFEASIBLE, Warnings: 0, Iterations: 0",3.55,0,False
193,SURVEY,3.36,94.5,83.7,51.6,RUNWAY,BELLY_LANDING,DESERT,62566.57,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,AVIONICS_SIZING,DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (94.50 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,"Status: COMPONENT_DATABASE_LIMITATION, Warnings: 0, Iterations: 0",2.31,0,False
202,TRAINING,1.72,84.0,136.3,93.2,CATAPULT,PARACHUTE,MOUNTAIN,20440.02,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,AVIONICS_SIZING,DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (84.00 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,"Status: COMPONENT_DATABASE_LIMITATION, Warnings: 0, Iterations: 0",2.18,0,False
204,CUSTOM,4.71,47.3,48.0,55.0,CATAPULT,NET_RECOVERY,DESERT,52694.31,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,CONVERGENCE,PROPULSION_FAILURE,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,"Status: PROPULSION_INFEASIBLE, Warnings: 0, Iterations: 0",2965.39,0,False
211,SURVEY,4.34,56.6,137.1,90.8,CATAPULT,PARACHUTE,RURAL,32998.25,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,CONVERGENCE,PROPULSION_FAILURE,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,"Status: PROPULSION_INFEASIBLE, Warnings: 0, Iterations: 0",3007.24,0,False
218,MILITARY,3.92,110.4,135.6,60.7,CATAPULT,NET_RECOVERY,DESERT,56881.03,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,FUSELAGE_SIZING,SIZING_FAILURE,"Sized fuselage width (0.31 m) exceeds wing root chord (0.27 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.","Status: SIZING_INFEASIBLE, Warnings: 0, Iterations: 0",2.65,0,False
220,RESEARCH,1.68,71.5,58.2,104.8,RUNWAY,RUNWAY,DESERT,79934.08,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,PROPULSION_SIZING,DATABASE_LIMITATION,"COMPONENT_DATABASE_LIMITATION: Lightest available component of type 'Scientific Instruments' in database weighs 1.80 kg, which exceeds the maximum allowed structural payload limit of 1.76 kg.","Status: COMPONENT_DATABASE_LIMITATION, Warnings: 0, Iterations: 0",2.08,0,False
222,DELIVERY,1.94,101.1,123.3,65.9,HAND_LAUNCH,NET_RECOVERY,RURAL,7392.6,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,AVIONICS_SIZING,DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (101.10 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,"Status: COMPONENT_DATABASE_LIMITATION, Warnings: 0, Iterations: 0",2.3,0,False
225,TRAINING,4.43,69.0,117.2,62.6,RUNWAY,BELLY_LANDING,RURAL,7076.77,True,EXCEPTION,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,CONVERGENCE,INTERNAL_EXCEPTION,Design compliance score (76.0%) is below the minimum required safety compliance boundary (85.0%).,"Status: INTERNAL_EXCEPTION, Warnings: 0, Iterations: 6",24470.71,6,False
231,TRAINING,4.61,110.8,60.4,89.9,CATAPULT,BELLY_LANDING,RURAL,54807.42,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,AVIONICS_SIZING,DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (110.80 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,"Status: COMPONENT_DATABASE_LIMITATION, Warnings: 0, Iterations: 0",3.93,0,False
238,DELIVERY,2.22,69.8,113.4,72.4,HAND_LAUNCH,PARACHUTE,RURAL,60448.9,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,CONVERGENCE,PROPULSION_FAILURE,Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.; Convergence failed: Subsystem execution failed with exception: PropulsionOptimizer failed: PropulsionOptimizer failed: No feasible design candidates found.,"Status: PROPULSION_INFEASIBLE, Warnings: 0, Iterations: 0",3797.92,0,False
239,SECURITY,1.76,112.3,108.5,53.3,HAND_LAUNCH,PARACHUTE,DESERT,32002.68,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,FUSELAGE_SIZING,SIZING_FAILURE,"Sized fuselage width (0.21 m) exceeds wing root chord (0.18 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.","Status: SIZING_INFEASIBLE, Warnings: 0, Iterations: 0",3.58,0,False
243,AGRICULTURE,3.86,114.0,83.6,78.0,RUNWAY,BELLY_LANDING,RURAL,60285.63,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,AVIONICS_SIZING,DATABASE_LIMITATION,COMPONENT_DATABASE_LIMITATION: Required communication range (114.00 km) exceeds the maximum range available in the telemetry catalog (80.00 km).,"Status: COMPONENT_DATABASE_LIMITATION, Warnings: 0, Iterations: 0",2.58,0,False
247,MILITARY,4.49,71.3,68.0,59.1,RUNWAY,NET_RECOVERY,RURAL,48258.68,True,FAILED,NOT_EVALUATED,Conventional,,,NOT_EVALUATED,,,,,,,,,,,,,,,,,,,,,,,NOT_EVALUATED,,,,,,,,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,NOT_EVALUATED,FUSELAGE_SIZING,SIZING_FAILURE,"Sized fuselage width (0.33 m) exceeds wing root chord (0.29 m), which causes extreme aerodynamic blockage and drag. Select a more slender fuselage profile.","Status: SIZING_INFEASIBLE, Warnings: 0, Iterations: 0",2.48,0,False
